Iso3_code;Country;Region;Subregion;Category;Year;Unit of measurement;VALUE
MNE;Montenegro;Europe;Southern Europe;Fraud: Cyber-related (Cy);2020;Counts;3
MNG;Mongolia;Asia;Eastern Asia;Fraud: Cyber-related (Cy);2020;Counts;146
OMN;Oman;Asia;Western Asia;Fraud: Cyber-related (Cy);2020;Counts;301
PER;Peru;Americas;Latin America and the Caribbean;Fraud: Cyber-related (Cy);2020;Counts;3973
POL;Poland;Europe;Eastern Europe;Fraud: Cyber-related (Cy);2020;Counts;48932
RUS;Russian Federation;Europe;Eastern Europe;Fraud: Cyber-related (Cy);2020;Counts;26574
SGP;Singapore;Asia;South-eastern Asia;Fraud: Cyber-related (Cy);2020;Counts;12251
SLV;El Salvador;Americas;Latin America and the Caribbean;Fraud: Cyber-related (Cy);2020;Counts;1
SRB;Serbia;Europe;Southern Europe;Fraud: Cyber-related (Cy);2020;Counts;2
SVK;Slovakia;Europe;Eastern Europe;Fraud: Cyber-related (Cy);2020;Counts;62
SVN;Slovenia;Europe;Southern Europe;Fraud: Cyber-related (Cy);2020;Counts;450
VCT;Saint Vincent and the Grenadines;Americas;Latin America and the Caribbean;Fraud: Cyber-related (Cy);2020;Counts;0
ARM;Armenia;Asia;Western Asia;Money laundering;2013;Counts;60
AUT;Austria;Europe;Western Europe;Money laundering;2013;Counts;336
CAN;Canada;Americas;Northern America;Money laundering;2013;Counts;263
CHE;Switzerland;Europe;Western Europe;Money laundering;2013;Counts;356
COL;Colombia;Americas;Latin America and the Caribbean;Money laundering;2013;Counts;431
CZE;Czechia;Europe;Eastern Europe;Money laundering;2013;Counts;1064
DEU;Germany;Europe;Western Europe;Money laundering;2013;Counts;8134
DNK;Denmark;Europe;Northern Europe;Money laundering;2013;Counts;6
DOM;Dominican Republic;Americas;Latin America and the Caribbean;Money laundering;2013;Counts;60
FIN;Finland;Europe;Northern Europe;Money laundering;2013;Counts;183
GBR_S;United Kingdom (Scotland);Europe;Northern Europe;Money laundering;2013;Counts;97
GTM;Guatemala;Americas;Latin America and the Caribbean;Money laundering;2013;Counts;273
HND;Honduras;Americas;Latin America and the Caribbean;Money laundering;2013;Counts;15
HUN;Hungary;Europe;Eastern Europe;Money laundering;2013;Counts;13
ITA;Italy;Europe;Southern Europe;Money laundering;2013;Counts;1891
LKA;Sri Lanka;Asia;Southern Asia;Money laundering;2013;Counts;8
LTU;Lithuania;Europe;Northern Europe;Money laundering;2013;Counts;55
NLD;Netherlands;Europe;Western Europe;Money laundering;2013;Counts;638
POL;Poland;Europe;Eastern Europe;Money laundering;2013;Counts;289
PRT;Portugal;Europe;Southern Europe;Money laundering;2013;Counts;27
RUS;Russian Federation;Europe;Eastern Europe;Money laundering;2013;Counts;4011
SGP;Singapore;Asia;South-eastern Asia;Money laundering;2013;Counts;208
SRB;Serbia;Europe;Southern Europe;Money laundering;2013;Counts;28
SVK;Slovakia;Europe;Eastern Europe;Money laundering;2013;Counts;106
SVN;Slovenia;Europe;Southern Europe;Money laundering;2013;Counts;96
SWE;Sweden;Europe;Northern Europe;Money laundering;2013;Counts;710
TUR;Türkiye;Asia;Western Asia;Money laundering;2013;Counts;741
XKX;Kosovo under UNSCR 1244;Europe;Southern Europe;Money laundering;2013;Counts;4
ARM;Armenia;Asia;Western Asia;Money laundering;2014;Counts;9
AUT;Austria;Europe;Western Europe;Money laundering;2014;Counts;426
CAN;Canada;Americas;Northern America;Money laundering;2014;Counts;276
CHE;Switzerland;Europe;Western Europe;Money laundering;2014;Counts;386
COL;Colombia;Americas;Latin America and the Caribbean;Money laundering;2014;Counts;390
CZE;Czechia;Europe;Eastern Europe;Money laundering;2014;Counts;1098
DEU;Germany;Europe;Western Europe;Money laundering;2014;Counts;8138
DNK;Denmark;Europe;Northern Europe;Money laundering;2014;Counts;1
DOM;Dominican Republic;Americas;Latin America and the Caribbean;Money laundering;2014;Counts;109
FIN;Finland;Europe;Northern Europe;Money laundering;2014;Counts;211
GBR_S;United Kingdom (Scotland);Europe;Northern Europe;Money laundering;2014;Counts;67
GTM;Guatemala;Americas;Latin America and the Caribbean;Money laundering;2014;Counts;363
HND;Honduras;Americas;Latin America and the Caribbean;Money laundering;2014;Counts;12
HUN;Hungary;Europe;Eastern Europe;Money laundering;2014;Counts;16
ITA;Italy;Europe;Southern Europe;Money laundering;2014;Counts;1604
LKA;Sri Lanka;Asia;Southern Asia;Money laundering;2014;Counts;24
LTU;Lithuania;Europe;Northern Europe;Money laundering;2014;Counts;60
MCO;Monaco;Europe;Western Europe;Money laundering;2014;Counts;50
NLD;Netherlands;Europe;Western Europe;Money laundering;2014;Counts;655
POL;Poland;Europe;Eastern Europe;Money laundering;2014;Counts;225
PRT;Portugal;Europe;Southern Europe;Money laundering;2014;Counts;20
RUS;Russian Federation;Europe;Eastern Europe;Money laundering;2014;Counts;3709
SGP;Singapore;Asia;South-eastern Asia;Money laundering;2014;Counts;155
SRB;Serbia;Europe;Southern Europe;Money laundering;2014;Counts;27
SVK;Slovakia;Europe;Eastern Europe;Money laundering;2014;Counts;110
SVN;Slovenia;Europe;Southern Europe;Money laundering;2014;Counts;77
SWE;Sweden;Europe;Northern Europe;Money laundering;2014;Counts;712
TUR;Türkiye;Asia;Western Asia;Money laundering;2014;Counts;1108
XKX;Kosovo under UNSCR 1244;Europe;Southern Europe;Money laundering;2014;Counts;10
ALB;Albania;Europe;Southern Europe;Money laundering;2015;Counts;341
ARM;Armenia;Asia;Western Asia;Money laundering;2015;Counts;4
AUT;Austria;Europe;Western Europe;Money laundering;2015;Counts;457
BEL;Belgium;Europe;Western Europe;Money laundering;2015;Counts;855
BGR;Bulgaria;Europe;Eastern Europe;Money laundering;2015;Counts;21
CAN;Canada;Americas;Northern America;Money laundering;2015;Counts;248
CHE;Switzerland;Europe;Western Europe;Money laundering;2015;Counts;367
COL;Colombia;Americas;Latin America and the Caribbean;Money laundering;2015;Counts;447
CZE;Czechia;Europe;Eastern Europe;Money laundering;2015;Counts;865
DEU;Germany;Europe;Western Europe;Money laundering;2015;Counts;9641
DMA;Dominica;Americas;Latin America and the Caribbean;Money laundering;2015;Counts;6
DNK;Denmark;Europe;Northern Europe;Money laundering;2015;Counts;17
DOM;Dominican Republic;Americas;Latin America and the Caribbean;Money laundering;2015;Counts;45
ECU;Ecuador;Americas;Latin America and the Caribbean;Money laundering;2015;Counts;92
EST;Estonia;Europe;Northern Europe;Money laundering;2015;Counts;26
FIN;Finland;Europe;Northern Europe;Money laundering;2015;Counts;176
GBR_E_W;United Kingdom (England and Wales);Europe;Northern Europe;Money laundering;2015;Counts;0
GBR_S;United Kingdom (Scotland);Europe;Northern Europe;Money laundering;2015;Counts;36
GRC;Greece;Europe;Southern Europe;Money laundering;2015;Counts;13
GTM;Guatemala;Americas;Latin America and the Caribbean;Money laundering;2015;Counts;351
HND;Honduras;Americas;Latin America and the Caribbean;Money laundering;2015;Counts;16
HUN;Hungary;Europe;Eastern Europe;Money laundering;2015;Counts;17
ITA;Italy;Europe;Southern Europe;Money laundering;2015;Counts;2055
KGZ;Kyrgyzstan;Asia;Central Asia;Money laundering;2015;Counts;6
LBN;Lebanon;Asia;Western Asia;Money laundering;2015;Counts;37
LIE;Liechtenstein;Europe;Western Europe;Money laundering;2015;Counts;66
LKA;Sri Lanka;Asia;Southern Asia;Money laundering;2015;Counts;9
LTU;Lithuania;Europe;Northern Europe;Money laundering;2015;Counts;98
MCO;Monaco;Europe;Western Europe;Money laundering;2015;Counts;54
MLT;Malta;Europe;Southern Europe;Money laundering;2015;Counts;38
MMR;Myanmar;Asia;South-eastern Asia;Money laundering;2015;Counts;1
NLD;Netherlands;Europe;Western Europe;Money laundering;2015;Counts;570
NZL;New Zealand;Oceania;Australia and New Zealand;Money laundering;2015;Counts;1640
POL;Poland;Europe;Eastern Europe;Money laundering;2015;Counts;455
PRT;Portugal;Europe;Southern Europe;Money laundering;2015;Counts;25
ROU;Romania;Europe;Eastern Europe;Money laundering;2015;Counts;991
RUS;Russian Federation;Europe;Eastern Europe;Money laundering;2015;Counts;3366
SGP;Singapore;Asia;South-eastern Asia;Money laundering;2015;Counts;112
SRB;Serbia;Europe;Southern Europe;Money laundering;2015;Counts;5
SVK;Slovakia;Europe;Eastern Europe;Money laundering;2015;Counts;105
SVN;Slovenia;Europe;Southern Europe;Money laundering;2015;Counts;61
SWE;Sweden;Europe;Northern Europe;Money laundering;2015;Counts;1969
XKX;Kosovo under UNSCR 1244;Europe;Southern Europe;Money laundering;2015;Counts;7
ALB;Albania;Europe;Southern Europe;Money laundering;2016;Counts;365
ARE;United Arab Emirates;Asia;Western Asia;Money laundering;2016;Counts;100
ARM;Armenia;Asia;Western Asia;Money laundering;2016;Counts;4
AUT;Austria;Europe;Western Europe;Money laundering;2016;Counts;562
AZE;Azerbaijan;Asia;Western Asia;Money laundering;2016;Counts;5
BEL;Belgium;Europe;Western Europe;Money laundering;2016;Counts;882
BGR;Bulgaria;Europe;Eastern Europe;Money laundering;2016;Counts;31
BIH;Bosnia and Herzegovina;Europe;Southern Europe;Money laundering;2016;Counts;19
BRB;Barbados;Americas;Latin America and the Caribbean;Money laundering;2016;Counts;4
CAN;Canada;Americas;Northern America;Money laundering;2016;Counts;237
CHE;Switzerland;Europe;Western Europe;Money laundering;2016;Counts;663
COL;Colombia;Americas;Latin America and the Caribbean;Money laundering;2016;Counts;488
CZE;Czechia;Europe;Eastern Europe;Money laundering;2016;Counts;1180
DEU;Germany;Europe;Western Europe;Money laundering;2016;Counts;11541
DMA;Dominica;Americas;Latin America and the Caribbean;Money laundering;2016;Counts;11
DNK;Denmark;Europe;Northern Europe;Money laundering;2016;Counts;4
DOM;Dominican Republic;Americas;Latin America and the Caribbean;Money laundering;2016;Counts;10
ECU;Ecuador;Americas;Latin America and the Caribbean;Money laundering;2016;Counts;92
ESP;Spain;Europe;Southern Europe;Money laundering;2016;Counts;262
EST;Estonia;Europe;Northern Europe;Money laundering;2016;Counts;68
FIN;Finland;Europe;Northern Europe;Money laundering;2016;Counts;370
FRA;France;Europe;Western Europe;Money laundering;2016;Counts;914
GBR_E_W;United Kingdom (England and Wales);Europe;Northern Europe;Money laundering;2016;Counts;0
GBR_S;United Kingdom (Scotland);Europe;Northern Europe;Money laundering;2016;Counts;20
GRC;Greece;Europe;Southern Europe;Money laundering;2016;Counts;26
GTM;Guatemala;Americas;Latin America and the Caribbean;Money laundering;2016;Counts;299
GUY;Guyana;Americas;Latin America and the Caribbean;Money laundering;2016;Counts;0
HND;Honduras;Americas;Latin America and the Caribbean;Money laundering;2016;Counts;15
HRV;Croatia;Europe;Southern Europe;Money laundering;2016;Counts;58
HUN;Hungary;Europe;Eastern Europe;Money laundering;2016;Counts;51
IDN;Indonesia;Asia;South-eastern Asia;Money laundering;2016;Counts;158
ITA;Italy;Europe;Southern Europe;Money laundering;2016;Counts;1805
JPN;Japan;Asia;Eastern Asia;Money laundering;2016;Counts;499
KGZ;Kyrgyzstan;Asia;Central Asia;Money laundering;2016;Counts;6
LIE;Liechtenstein;Europe;Western Europe;Money laundering;2016;Counts;68
LKA;Sri Lanka;Asia;Southern Asia;Money laundering;2016;Counts;8
LTU;Lithuania;Europe;Northern Europe;Money laundering;2016;Counts;32
LVA;Latvia;Europe;Northern Europe;Money laundering;2016;Counts;120
MCO;Monaco;Europe;Western Europe;Money laundering;2016;Counts;47
MEX;Mexico;Americas;Latin America and the Caribbean;Money laundering;2016;Counts;94
MLT;Malta;Europe;Southern Europe;Money laundering;2016;Counts;77
MMR;Myanmar;Asia;South-eastern Asia;Money laundering;2016;Counts;3
MNG;Mongolia;Asia;Eastern Asia;Money laundering;2016;Counts;0
NLD;Netherlands;Europe;Western Europe;Money laundering;2016;Counts;610
NOR;Norway;Europe;Northern Europe;Money laundering;2016;Counts;114
NZL;New Zealand;Oceania;Australia and New Zealand;Money laundering;2016;Counts;1699
POL;Poland;Europe;Eastern Europe;Money laundering;2016;Counts;338
PRT;Portugal;Europe;Southern Europe;Money laundering;2016;Counts;18
ROU;Romania;Europe;Eastern Europe;Money laundering;2016;Counts;954
RUS;Russian Federation;Europe;Eastern Europe;Money laundering;2016;Counts;3105
SEN;Senegal;Africa;Sub-Saharan Africa;Money laundering;2016;Counts;17
SGP;Singapore;Asia;South-eastern Asia;Money laundering;2016;Counts;63
SRB;Serbia;Europe;Southern Europe;Money laundering;2016;Counts;12
SVK;Slovakia;Europe;Eastern Europe;Money laundering;2016;Counts;116
SVN;Slovenia;Europe;Southern Europe;Money laundering;2016;Counts;51
SWE;Sweden;Europe;Northern Europe;Money laundering;2016;Counts;1971
XKX;Kosovo under UNSCR 1244;Europe;Southern Europe;Money laundering;2016;Counts;4
ALB;Albania;Europe;Southern Europe;Money laundering;2017;Counts;379
ARM;Armenia;Asia;Western Asia;Money laundering;2017;Counts;0
AUT;Austria;Europe;Western Europe;Money laundering;2017;Counts;622
AZE;Azerbaijan;Asia;Western Asia;Money laundering;2017;Counts;2
BEL;Belgium;Europe;Western Europe;Money laundering;2017;Counts;905
BGR;Bulgaria;Europe;Eastern Europe;Money laundering;2017;Counts;45
BHS;Bahamas;Americas;Latin America and the Caribbean;Money laundering;2017;Counts;4
BRB;Barbados;Americas;Latin America and the Caribbean;Money laundering;2017;Counts;5
BTN;Bhutan;Asia;Southern Asia;Money laundering;2017;Counts;0
BWA;Botswana;Africa;Sub-Saharan Africa;Money laundering;2017;Counts;7
CAN;Canada;Americas;Northern America;Money laundering;2017;Counts;328
CHE;Switzerland;Europe;Western Europe;Money laundering;2017;Counts;807
CHL;Chile;Americas;Latin America and the Caribbean;Money laundering;2017;Counts;8
COL;Colombia;Americas;Latin America and the Caribbean;Money laundering;2017;Counts;466
CRI;Costa Rica;Americas;Latin America and the Caribbean;Money laundering;2017;Counts;128
CZE;Czechia;Europe;Eastern Europe;Money laundering;2017;Counts;933
DEU;Germany;Europe;Western Europe;Money laundering;2017;Counts;10015
DMA;Dominica;Americas;Latin America and the Caribbean;Money laundering;2017;Counts;13
DNK;Denmark;Europe;Northern Europe;Money laundering;2017;Counts;113
ECU;Ecuador;Americas;Latin America and the Caribbean;Money laundering;2017;Counts;127
ESP;Spain;Europe;Southern Europe;Money laundering;2017;Counts;260
EST;Estonia;Europe;Northern Europe;Money laundering;2017;Counts;41
FIN;Finland;Europe;Northern Europe;Money laundering;2017;Counts;473
FRA;France;Europe;Western Europe;Money laundering;2017;Counts;1013
GBR_S;United Kingdom (Scotland);Europe;Northern Europe;Money laundering;2017;Counts;32
GRC;Greece;Europe;Southern Europe;Money laundering;2017;Counts;29
GTM;Guatemala;Americas;Latin America and the Caribbean;Money laundering;2017;Counts;299
HKG;China, Hong Kong Special Administrative Region;Asia;Eastern Asia;Money laundering;2017;Counts;763
HRV;Croatia;Europe;Southern Europe;Money laundering;2017;Counts;6
HUN;Hungary;Europe;Eastern Europe;Money laundering;2017;Counts;87
ITA;Italy;Europe;Southern Europe;Money laundering;2017;Counts;1941
KGZ;Kyrgyzstan;Asia;Central Asia;Money laundering;2017;Counts;5
KNA;Saint Kitts and Nevis;Americas;Latin America and the Caribbean;Money laundering;2017;Counts;2
LIE;Liechtenstein;Europe;Western Europe;Money laundering;2017;Counts;49
LKA;Sri Lanka;Asia;Southern Asia;Money laundering;2017;Counts;19
LTU;Lithuania;Europe;Northern Europe;Money laundering;2017;Counts;21
LVA;Latvia;Europe;Northern Europe;Money laundering;2017;Counts;123
MEX;Mexico;Americas;Latin America and the Caribbean;Money laundering;2017;Counts;460
MLT;Malta;Europe;Southern Europe;Money laundering;2017;Counts;58
MNG;Mongolia;Asia;Eastern Asia;Money laundering;2017;Counts;3
NLD;Netherlands;Europe;Western Europe;Money laundering;2017;Counts;700
NOR;Norway;Europe;Northern Europe;Money laundering;2017;Counts;116
NZL;New Zealand;Oceania;Australia and New Zealand;Money laundering;2017;Counts;1473
OMN;Oman;Asia;Western Asia;Money laundering;2017;Counts;3
PAN;Panama;Americas;Latin America and the Caribbean;Money laundering;2017;Counts;63
POL;Poland;Europe;Eastern Europe;Money laundering;2017;Counts;371
PRI;Puerto Rico;Americas;Latin America and the Caribbean;Money laundering;2017;Counts;93
PRT;Portugal;Europe;Southern Europe;Money laundering;2017;Counts;25
ROU;Romania;Europe;Eastern Europe;Money laundering;2017;Counts;636
RUS;Russian Federation;Europe;Eastern Europe;Money laundering;2017;Counts;3034
SGP;Singapore;Asia;South-eastern Asia;Money laundering;2017;Counts;84
SLV;El Salvador;Americas;Latin America and the Caribbean;Money laundering;2017;Counts;47
SRB;Serbia;Europe;Southern Europe;Money laundering;2017;Counts;37
SVK;Slovakia;Europe;Eastern Europe;Money laundering;2017;Counts;117
SWE;Sweden;Europe;Northern Europe;Money laundering;2017;Counts;3137
TTO;Trinidad and Tobago;Americas;Latin America and the Caribbean;Money laundering;2017;Counts;43
UKR;Ukraine;Europe;Eastern Europe;Money laundering;2017;Counts;99
VCT;Saint Vincent and the Grenadines;Americas;Latin America and the Caribbean;Money laundering;2017;Counts;1
VEN;Venezuela (Bolivarian Republic of);Americas;Latin America and the Caribbean;Money laundering;2017;Counts;29
XKX;Kosovo under UNSCR 1244;Europe;Southern Europe;Money laundering;2017;Counts;5
ALB;Albania;Europe;Southern Europe;Money laundering;2018;Counts;351
ARM;Armenia;Asia;Western Asia;Money laundering;2018;Counts;8
AUT;Austria;Europe;Western Europe;Money laundering;2018;Counts;666
AZE;Azerbaijan;Asia;Western Asia;Money laundering;2018;Counts;6
BEL;Belgium;Europe;Western Europe;Money laundering;2018;Counts;1354
BGR;Bulgaria;Europe;Eastern Europe;Money laundering;2018;Counts;38
BHS;Bahamas;Americas;Latin America and the Caribbean;Money laundering;2018;Counts;47
BIH;Bosnia and Herzegovina;Europe;Southern Europe;Money laundering;2018;Counts;25
BRB;Barbados;Americas;Latin America and the Caribbean;Money laundering;2018;Counts;6
BTN;Bhutan;Asia;Southern Asia;Money laundering;2018;Counts;4
BWA;Botswana;Africa;Sub-Saharan Africa;Money laundering;2018;Counts;39
CAN;Canada;Americas;Northern America;Money laundering;2018;Counts;232
CHE;Switzerland;Europe;Western Europe;Money laundering;2018;Counts;1225
CHL;Chile;Americas;Latin America and the Caribbean;Money laundering;2018;Counts;13
COL;Colombia;Americas;Latin America and the Caribbean;Money laundering;2018;Counts;576
CRI;Costa Rica;Americas;Latin America and the Caribbean;Money laundering;2018;Counts;204
CZE;Czechia;Europe;Eastern Europe;Money laundering;2018;Counts;780
DEU;Germany;Europe;Western Europe;Money laundering;2018;Counts;8652
DJI;Djibouti;Africa;Sub-Saharan Africa;Money laundering;2018;Counts;0
DMA;Dominica;Americas;Latin America and the Caribbean;Money laundering;2018;Counts;4
DNK;Denmark;Europe;Northern Europe;Money laundering;2018;Counts;105
ECU;Ecuador;Americas;Latin America and the Caribbean;Money laundering;2018;Counts;102
ESP;Spain;Europe;Southern Europe;Money laundering;2018;Counts;272
EST;Estonia;Europe;Northern Europe;Money laundering;2018;Counts;101
FIN;Finland;Europe;Northern Europe;Money laundering;2018;Counts;426
FRA;France;Europe;Western Europe;Money laundering;2018;Counts;1266
GBR_S;United Kingdom (Scotland);Europe;Northern Europe;Money laundering;2018;Counts;76
GRC;Greece;Europe;Southern Europe;Money laundering;2018;Counts;26
GTM;Guatemala;Americas;Latin America and the Caribbean;Money laundering;2018;Counts;200
GUY;Guyana;Americas;Latin America and the Caribbean;Money laundering;2018;Counts;0
HKG;China, Hong Kong Special Administrative Region;Asia;Eastern Asia;Money laundering;2018;Counts;1200
HND;Honduras;Americas;Latin America and the Caribbean;Money laundering;2018;Counts;4
HRV;Croatia;Europe;Southern Europe;Money laundering;2018;Counts;26
HUN;Hungary;Europe;Eastern Europe;Money laundering;2018;Counts;241
ISL;Iceland;Europe;Northern Europe;Money laundering;2018;Counts;104
ITA;Italy;Europe;Southern Europe;Money laundering;2018;Counts;1959
KNA;Saint Kitts and Nevis;Americas;Latin America and the Caribbean;Money laundering;2018;Counts;3
LIE;Liechtenstein;Europe;Western Europe;Money laundering;2018;Counts;49
LKA;Sri Lanka;Asia;Southern Asia;Money laundering;2018;Counts;13
LTU;Lithuania;Europe;Northern Europe;Money laundering;2018;Counts;55
LVA;Latvia;Europe;Northern Europe;Money laundering;2018;Counts;196
